mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.019997676213582356,0.0006847713735282357,0.0043057600657145185,0.00018966137609353136,3,2,10,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.08252676328023274,0.0007593283611177738,0.011217753092447916,6.151548436499541e-05,3,2,50,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.14783589045206705,0.007959827609814644,0.018019437789916992,0.0008677484081067088,3,2,100,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.016991535822550457,0.00028040162568695825,0.0038799444834391275,9.469617268962834e-06,3,4,10,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.0720983346303304,0.000276388073936644,0.009797890981038412,2.491775166986735e-05,3,4,50,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.14107362429300943,0.00018382153192703717,0.017580191294352215,0.0009893485173882713,3,4,100,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 100}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.016595840454101562,8.867013149174921e-05,0.003836393356323242,4.119378151427002e-05,5,2,10,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.07243466377258301,0.0004973802813254241,0.009873310724894205,4.99482971687639e-05,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.14396111170450845,0.0006216569676288732,0.017802000045776367,0.0007502643643606552,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.9,0.9666666666666667,0.9666666666666667,0.9444444444444445,0.03142696805273544,11
0.016596396764119465,0.00020106781141018042,0.0038437843322753906,5.100857637407143e-05,5,4,10,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.07233222325642903,0.000454109992682482,0.009974400202433268,0.00018779882368433906,5,4,50,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.14252424240112305,0.000903777275773958,0.017560958862304688,0.0006581276158494001,5,4,100,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 100}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.017188628514607746,0.0002578055226171603,0.003908634185791016,8.836381384464392e-05,10,2,10,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.07350889841715495,0.0007077289788483844,0.009902159372965494,7.609907071022407e-05,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.1426395575205485,0.0008296822525956947,0.017101049423217773,9.684862804911995e-05,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9,0.9666666666666667,0.9666666666666667,0.9444444444444445,0.03142696805273544,11
0.01659544308980306,0.0002435973958894983,0.0038309097290039062,4.8385463201267786e-05,10,4,10,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 10}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9444444444444443,0.01571348402636772,13
0.07219735781351726,0.0008383654612177798,0.009807268778483072,0.00012720166837319557,10,4,50,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 50}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
0.14151422182718912,0.0018722749596910284,0.0170135498046875,0.00018140170723368788,10,4,100,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 100}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9555555555555556,0.01571348402636772,1
